0,0
0.018496,-0.0422307
0.07387,-0.0151217
0.16578,-0.0154863
0.293661,0.019081
0.456723,0.0157765
0.653961,0.00149926
0.884159,0.000664384
1.1459,-0.00491673
1.43756,-0.000108476
1.75736,-0.00191786
2.10331,0.0014172
2.47329,-0.00130854
2.86501,0.00133157
3.27606,-0.00131705
3.7039,0.0012789
4.1459,-0.0012564
4.59933,0.00129725
5.06139,-0.00121152
5.52925,0.00116699
6,-0.000995196
6.47075,0.000938664
6.93861,-0.000967189
7.40067,0.000966194
7.8541,-0.000818943
8.2961,0.000675619
8.72394,-0.000673351
9.13499,0.000619988
9.52671,-0.000523508
9.89669,0.000337246
10.2426,-0.000166646
10.5624,1.72373e-05
10.8541,0.00034028
11.1158,-0.000619598
11.346,0.00102897
11.5433,-0.00183479
11.7063,0.0021425
11.8342,-0.00340711
11.9261,0.00293242
11.9815,0.018942
12,-0.0177967
