0,0
0.018496,-0.027432
0.07387,-0.0144212
0.16578,-0.0342644
0.293661,-0.00209216
0.456723,0.0023661
0.653961,0.0328327
0.884159,0.0186046
1.1459,0.0221786
1.43756,-0.0057812
1.75736,0.00272005
2.10331,-0.0145331
2.47329,0.00444673
2.86501,-0.0105397
3.27606,0.00787717
3.7039,-0.00890031
4.1459,0.00842262
4.59933,-0.00837836
5.06139,0.00836494
5.52925,-0.00808421
6,0.00805784
6.47075,-0.00751034
6.93861,0.00806032
7.40067,-0.00729908
7.8541,0.00799769
8.2961,-0.00758157
8.72394,0.0077334
9.13499,-0.00737602
9.52671,0.00733641
9.89669,-0.00784081
10.2426,0.00676006
10.5624,-0.00717163
10.8541,0.00758814
11.1158,-0.00573297
11.346,0.00634827
11.5433,-0.00794355
11.7063,0.00125249
11.8342,-0.0104651
11.9261,-0.00293383
11.9815,-0.00842872
12,-0.00774436
